PokemonName,MoveName,Level
Swinub,Mud Bomb,18
Swinub,Icy Wind,21
Swinub,Ice Shard,24
Swinub,Take Down,28
Swinub,Mist,35
Swinub,Mud-Slap,37
Swinub,Flail,40
Swinub,Blizzard,44
Swinub,Amnesia,48
Piloswine,Mud Sport,5
Piloswine,Powder Snow,8
Piloswine,Mud-Slap,11
Piloswine,Endure,14
Piloswine,Mud Bomb,18
Piloswine,Icy Wind,21
Piloswine,Ice Shard,24
Piloswine,Take Down,28
Piloswine,Fury Attack,33
Piloswine,Mist,37
Piloswine,Thrash,41
Piloswine,Earthquake,46
Piloswine,Blizzard,52
Piloswine,Amnesia,58
Mamoswine,Mud Sport,5
Mamoswine,Powder Snow,8
Mamoswine,Mud-Slap,11
Mamoswine,Endure,14
Mamoswine,Mud Bomb,18
Mamoswine,Icy Wind,21
Mamoswine,Ice Shard,24
Mamoswine,Take Down,28
Mamoswine,Double Hit,33
Mamoswine,Mist,37
Mamoswine,Thrash,41
Mamoswine,Earthquake,46
Mamoswine,Blizzard,52
Mamoswine,Scary Face,58
Sandile,Leer,1
Sandile,Rage,1
Sandile,Bite,4
Sandile,Sand Attack,7
Sandile,Torment,10
Sandile,Sand Tomb,13
Sandile,Assurance,16
Sandile,Mud-Slap,19
Sandile,Embargo,22
Sandile,Swagger,25
Sandile,Crunch,28
Sandile,Dig,31
Sandile,Scary Face,34
Sandile,Foul Play,37
Sandile,Sandstorm,40
Sandile,Earthquake,43
Sandile,Thrash,46
Krokorok,Bite,4
Krokorok,Sand Attack,7
Krokorok,Torment,10
Krokorok,Sand Tomb,13
Krokorok,Assurance,16
Krokorok,Mud-Slap,19
Krokorok,Embargo,22
Krokorok,Swagger,25
Krokorok,Crunch,28
Krokorok,Dig,32
Krokorok,Scary Face,36
Krokorok,Foul Play,40
Krokorok,Sandstorm,44
Krokorok,Earthquake,48
Krokorok,Thrash,52
Krookodile,Bite,4
Krookodile,Sand Attack,7
Krookodile,Torment,10
Krookodile,Sand Tomb,13
Krookodile,Assurance,16
Krookodile,Mud-Slap,19
Krookodile,Embargo,22
Krookodile,Swagger,25
Krookodile,Crunch,28
Krookodile,Dig,32
Krookodile,Scary Face,36
Krookodile,Foul Play,42
Krookodile,Sandstorm,48
Krookodile,Earthquake,54
Krookodile,Outrage,60
Aron,Tackle,1
Aron,Harden,1
Aron,Mud-Slap,4
Aron,Headbutt,8
Aron,Metal Claw,11
Aron,Iron Defense,15
Aron,Roar,18
Aron,Take Down,22
Aron,Iron Head,25
Aron,Protect,29
Aron,Metal Sound,32
Aron,Iron Tail,36
Aron,Autotomize,39
Aron,Heavy Slam,43
Aron,Double-Edge,46
Aron,Metal Burst,50
Lairon,Mud-Slap,4
Lairon,Headbutt,8
Lairon,Metal Claw,11
Lairon,Iron Defense,15
Lairon,Roar,18
Lairon,Take Down,22
Lairon,Iron Head,25
Lairon,Protect,29
Lairon,Metal Sound,34
Lairon,Iron Tail,40
Lairon,Autotomize,45
Lairon,Heavy Slam,51
Lairon,Double-Edge,56
Lairon,Metal Burst,62
Aggron,Mud-Slap,4
Aggron,Headbutt,8
Aggron,Metal Claw,11
Aggron,Iron Defense,15
Aggron,Roar,18
Aggron,Take Down,22
Aggron,Iron Head,25
Aggron,Protect,29
Aggron,Metal Sound,34
Aggron,Iron Tail,40
Aggron,Autotomize,48
Aggron,Heavy Slam,57
Aggron,Double-Edge,65
Aggron,Metal Burst,74
Klink,Vice Grip,1
Klink,Charge,6
Klink,Thunder Shock,11
Klink,Gear Grind,16
Klink,Bind,21
Klink,Charge Beam,26
Klink,Autotomize,31
Klink,Mirror Shot,36
Klink,Screech,39
Klink,Discharge,42
Klink,Metal Sound,45
Klink,Shift Gear,48
Klink,Lock-On,51
Klink,Zap Cannon,54
Klink,Hyper Beam,57
Klang,Charge,6
Klang,Thunder Shock,11
Klang,Gear Grind,16
Klang,Bind,21
Klang,Charge Beam,26
Klang,Autotomize,31
Klang,Mirror Shot,36
Klang,Screech,40
Klang,Discharge,44
Klang,Metal Sound,48
Klang,Shift Gear,52
Klang,Lock-On,56
Klang,Zap Cannon,60
Klang,Hyper Beam,64
Klinklang,Charge,6
Klinklang,Thunder Shock,11
Klinklang,Gear Grind,16
Klinklang,Bind,21
Klinklang,Charge Beam,25
Klinklang,Autotomize,31
Klinklang,Mirror Shot,36
Klinklang,Screech,40
Klinklang,Discharge,44
Klinklang,Metal Sound,48
Klinklang,Shift Gear,54
Klinklang,Lock-On,60
Klinklang,Zap Cannon,66
Klinklang,Hyper Beam,72
Gastly,Hypnosis,1
Gastly,Lick,1
Gastly,Spite,5
Gastly,Mean Look,8
Gastly,Curse,12
Gastly,Night Shade,15
Gastly,Confuse Ray,19
Gastly,Sucker Punch,22
Gastly,Payback,26
Gastly,Shadow Ball,29
Gastly,Dream Eater,33
Gastly,Dark Pulse,36
Gastly,Destiny Bond,40
Gastly,Hex,43
Gastly,Nightmare,47
Haunter,Spite,5
Haunter,Mean Look,8
Haunter,Curse,12
Haunter,Night Shade,15
Haunter,Confuse Ray,19
Haunter,Sucker Punch,22
Haunter,Shadow Punch,25
Haunter,Payback,28
Haunter,Shadow Ball,33
Haunter,Dream Eater,39
Haunter,Dark Pulse,44
Haunter,Destiny Bond,50
Haunter,Hex,55
Haunter,Nightmare,61
Gengar,Spite,5
Gengar,Mean Look,8
Gengar,Curse,12
Gengar,Night Shade,15
Gengar,Confuse Ray,19
Gengar,Sucker Punch,22
Gengar,Shadow Punch,25
Gengar,Payback,28
Gengar,Shadow Ball,33
Gengar,Dream Eater,39
Gengar,Dark Pulse,44
Gengar,Destiny Bond,50
Gengar,Hex,55
Gengar,Nightmare,61
Duskull,Leer,1
Duskull,Night Shade,1
Duskull,Disable,6
Duskull,Foresight,9
Duskull,Astonish,14
Duskull,Confuse Ray,17
Duskull,Shadow Sneak,22
Duskull,Pursuit,25
Duskull,Curse,30
Duskull,Will-O-Wisp,33
Duskull,Hex,38
Duskull,Mean Look,41
Duskull,Payback,46
Duskull,Future Sight,49
Dusclops,Disable,6
Dusclops,Foresight,9
Dusclops,Astonish,14
Dusclops,Confuse Ray,17
Dusclops,Shadow Sneak,22
Dusclops,Pursuit,25
Dusclops,Curse,30
Dusclops,Will-O-Wisp,33
Dusclops,Shadow Punch,37
Dusclops,Hex,42
Dusclops,Mean Look,49
Dusclops,Payback,58
Dusclops,Future Sight,61
Dusknoir,Disable,6
Dusknoir,Foresight,9
Dusknoir,Astonish,14
Dusknoir,Confuse Ray,17
Dusknoir,Shadow Sneak,22
Dusknoir,Pursuit,25
Dusknoir,Curse,30
Dusknoir,Will-O-Wisp,33
Dusknoir,Shadow Punch,37
Dusknoir,Hex,42
Dusknoir,Mean Look,49
Dusknoir,Payback,58
Dusknoir,Future Sight,61
Litwick,Astonish,1
Litwick,Ember,1
Litwick,Minimize,3
Litwick,Smog,5
Litwick,Fire Spin,7
Litwick,Confuse Ray,10
Litwick,Night Shade,13
Litwick,Will-O-Wisp,16
Litwick,Flame Burst,20
Litwick,Imprison,24
Litwick,Hex,28
Litwick,Memento,33
Litwick,Inferno,38
Litwick,Curse,43
Litwick,Shadow Ball,49
Litwick,Pain Split,55
Litwick,Overheat,61
Lampent,Minimize,3
Lampent,Smog,5
Lampent,Fire Spin,7
Lampent,Confuse Ray,10
Lampent,Night Shade,13
Lampent,Will-O-Wisp,16
Lampent,Flame Burst,20
Lampent,Imprison,24
Lampent,Hex,28
Lampent,Memento,33
Lampent,Inferno,38
Lampent,Curse,45
Lampent,Shadow Ball,53
Lampent,Pain Split,61
Lampent,Overheat,69
Chandelure,Minimize,3
Chandelure,Smog,5
Chandelure,Fire Spin,7
Chandelure,Confuse Ray,10
Chandelure,Night Shade,13
Chandelure,Will-O-Wisp,16
Chandelure,Flame Burst,20
Chandelure,Imprison,24
Chandelure,Hex,28
Chandelure,Memento,33
Chandelure,Inferno,38
Chandelure,Curse,45
Chandelure,Shadow Ball,53
Chandelure,Pain Split,61
Chandelure,Overheat,69
Trapinch,Bite,1
Trapinch,Sand Attack,4
Trapinch,Feint Attack,7
Trapinch,Sand Tomb,10
Trapinch,Mud-Slap,13
Trapinch,Bide,17
Trapinch,Bulldoze,21
Trapinch,Rock Slide,25
Trapinch,Dig,29
Trapinch,Crunch,34
Trapinch,Earth Power,39
Trapinch,Sandstorm,44
Trapinch,Hyper Beam,49
Trapinch,Earthquake,55
Trapinch,Feint,61
Trapinch,Superpower,67
Trapinch,Fissure,73
Vibrava,Sonic Boom,4
Vibrava,Sand Attack,4
Vibrava,Feint Attack,7
Vibrava,Sand Tomb,10
Vibrava,Mud-Slap,13
Vibrava,Bide,17
Vibrava,Bulldoze,21
Vibrava,Rock Slide,25
Vibrava,Supersonic,29
Vibrava,Screech,34
Vibrava,Dragon Breath,35
Vibrava,Earth Power,39
Vibrava,Sandstorm,44
Vibrava,Hyper Beam,49
Flygon,Sand Attack,4
Flygon,Feint Attack,7
Flygon,Sand Tomb,10
Flygon,Mud-Slap,13
Flygon,Bide,17
Flygon,Bulldoze,21
Flygon,Rock Slide,25
Flygon,Supersonic,29
Flygon,Screech,34
Flygon,Dragon Breath,35
Flygon,Earth Power,39
Flygon,Sandstorm,44
Flygon,Dragon Tail,45
Flygon,Hyper Beam,49
Flygon,Dragon Claw,55
Axew,Scratch,1
Axew,Leer,4
Axew,Assurance,7
Axew,Dragon Rage,10
Axew,Dual Chop,13
Axew,Scary Face,16
Axew,Slash,20
Axew,False Swipe,24
Axew,Dragon Claw,28
Axew,Dragon Dance,32
Axew,Taunt,36
Axew,Dragon Pulse,41
Axew,Swords Dance,46
Axew,Guillotine,51
Axew,Outrage,56
Axew,Giga Impact,61
Fraxure,Leer,4
Fraxure,Assurance,7
Fraxure,Dragon Rage,10
Fraxure,Dual Chop,13
Fraxure,Scary Face,16
Fraxure,Slash,20
Fraxure,False Swipe,24
Fraxure,Dragon Claw,28
Fraxure,Dragon Dance,32
Fraxure,Taunt,36
Fraxure,Dragon Pulse,42
Fraxure,Swords Dance,48
Fraxure,Guillotine,54
Fraxure,Outrage,60
Fraxure,Giga Impact,66
Haxorus,Leer,4
Haxorus,Assurance,7
Haxorus,Dragon Rage,10
Haxorus,Dual Chop,13
Haxorus,Scary Face,16
Haxorus,Slash,20
Haxorus,False Swipe,24
Haxorus,Dragon Claw,28
Haxorus,Dragon Dance,32
Haxorus,Taunt,36
Haxorus,Dragon Pulse,42
Haxorus,Swords Dance,50
Haxorus,Guillotine,58
Haxorus,Outrage,66
Haxorus,Giga Impact,74
Rattata,Tackle,1
Rattata,Tail Whip,1
Rattata,Quick Attack,4
Rattata,Focus Energy,7
Rattata,Bite,10
Rattata,Pursuit,13
Rattata,Hyper Fang,16
Rattata,Sucker Punch,19
Rattata,Crunch,22
Rattata,Assurance,25
Rattata,Super Fang,28
Rattata,Double-Edge,31
Rattata,Endeavor,34
Raticate,Quick Attack,4
Raticate,Focus Energy,7
Raticate,Bite,10
Raticate,Pursuit,13
Raticate,Hyper Fang,16
Raticate,Sucker Punch,19
Raticate,Scary Face,20
Raticate,Crunch,24
Raticate,Assurance,29
Raticate,Super Fang,34
Raticate,Double-Edge,39
Raticate,Endeavor,44
Sentret,Foresight,1
Sentret,Scratch,1
Sentret,Defense Curl,4
Sentret,Quick Attack,7
Sentret,Fury Swipes,13
Sentret,Helping Hand,16
Sentret,Follow Me,19
Sentret,Slam,25
Sentret,Rest,28
Sentret,Sucker Punch,31
Sentret,Amnesia,36
Sentret,Baton Pass,39
Sentret,Me First,42
Sentret,Hyper Voice,47
Furret,Defense Curl,4
Furret,Quick Attack,7
Furret,Fury Swipes,13
Furret,Helping Hand,17
Furret,Follow Me,21
Furret,Slam,28
Furret,Rest,32
Furret,Sucker Punch,36
Furret,Amnesia,42
Furret,Baton Pass,46
Furret,Me First,50
Furret,Hyper Voice,56
Zigzagoon,Growl,1
Zigzagoon,Tackle,1
Zigzagoon,Tail Whip,5
Zigzagoon,Headbutt,9
Zigzagoon,Baby-Doll Eyes,11
Zigzagoon,Sand Attack,13
Zigzagoon,Odor Sleuth,17
Zigzagoon,Mud Sport,21
Zigzagoon,Pin Missile,25
Zigzagoon,Covet,29
Zigzagoon,Bestow,33
Zigzagoon,Flail,37
Zigzagoon,Rest,41
Zigzagoon,Belly Drum,45
Zigzagoon,Fling,49
Linoone,Tail Whip,5
Linoone,Headbutt,9
Linoone,Sand Attack,13
Linoone,Odor Sleuth,17
Linoone,Mud Sport,23
Linoone,Fury Swipes,29
Linoone,Covet,35
Linoone,Bestow,41
Linoone,Slash,47
Linoone,Rest,53
Linoone,Belly Drum,59
Linoone,Fling,65
Bidoof,Tackle,1
Bidoof,Growl,5
Bidoof,Defense Curl,9
Bidoof,Rollout,13
Bidoof,Headbutt,17
Bidoof,Hyper Fang,21
Bidoof,Yawn,25
Bidoof,Amnesia,29
Bidoof,Take Down,33
Bidoof,Super Fang,37
Bidoof,Superpower,41
Bidoof,Curse,45
Bibarel,Growl,5
Bibarel,Defense Curl,9
Bibarel,Rollout,13
Bibarel,Water Gun,15
Bibarel,Headbutt,18
Bibarel,Hyper Fang,23
Bibarel,Yawn,28
Bibarel,Amnesia,33
Bibarel,Take Down,38
Bibarel,Super Fang,43
Bibarel,Superpower,48
Bibarel,Curse,53
Patrat,Tackle,1
Patrat,Leer,3
Patrat,Bite,6
Patrat,Bide,8
Patrat,Detect,11
Patrat,Sand Attack,13
Patrat,Crunch,16
Patrat,Hypnosis,18
Patrat,Super Fang,21
Patrat,After You,23
Patrat,Work Up,26
Patrat,Hyper Fang,28
Patrat,Mean Look,31
Patrat,Baton Pass,33
Patrat,Slam,36
Watchog,Leer,3
Watchog,Bite,6
Watchog,Bide,8
Watchog,Detect,11
Watchog,Sand Attack,13
Watchog,Crunch,16
Watchog,Hypnosis,18
Watchog,Confuse Ray,20
Watchog,Super Fang,22
Watchog,After You,25
Watchog,Psych Up,29
Watchog,Hyper Fang,32
Watchog,Mean Look,36
Watchog,Baton Pass,39
Watchog,Slam,43
Meowth,Growl,1
Meowth,Scratch,1
Meowth,Bite,6
Meowth,Fake Out,9
Meowth,Fury Swipes,14
Meowth,Screech,17
Meowth,Feint Attack,22
Meowth,Taunt,25
Meowth,Pay Day,30
Meowth,Slash,33
Meowth,Nasty Plot,38
Meowth,Assurance,41
Meowth,Captivate,46
Meowth,Night Slash,49
Meowth,Feint,54
Persian,Bite,6
Persian,Fake Out,9
Persian,Fury Swipes,14
Persian,Screech,17
Persian,Feint Attack,22
Persian,Taunt,25
Persian,Swift,28
Persian,Power Gem,32
Persian,Slash,37
Persian,Nasty Plot,44
Persian,Assurance,49
Persian,Captivate,56
Persian,Night Slash,61
Persian,Feint,68
Skitty,Fake Out,1
Skitty,Growl,1
Skitty,Tackle,1
Skitty,Tail Whip,1
Skitty,Foresight,4
Skitty,Attract,8
Skitty,Sing,11
Skitty,Copycat,15
Skitty,Double Slap,18
Skitty,Assist,22
Skitty,Charm,25
Skitty,Feint Attack,29
Skitty,Wake-Up Slap,32
Skitty,Covet,36
Skitty,Heal Bell,39
Skitty,Double-Edge,42
Skitty,Captivate,46
Skitty,Play Rough,49
Delcatty,Fake Out,1
Delcatty,Growl,1
Delcatty,Tackle,1
Delcatty,Tail Whip,1
Delcatty,Foresight,4
Delcatty,Attract,8
Delcatty,Sing,11
Delcatty,Copycat,15
Delcatty,Double Slap,18
Delcatty,Assist,22
Delcatty,Charm,25
Delcatty,Feint Attack,29
Delcatty,Wake-Up Slap,32
Delcatty,Covet,36
Delcatty,Heal Bell,39
Delcatty,Double-Edge,42
Delcatty,Captivate,46
Delcatty,Play Rough,49
Glameow,Fake Out,1
Glameow,Scratch,5
Glameow,Growl,8
Glameow,Hypnosis,13
Glameow,Feint Attack,17
Glameow,Fury Swipes,20
Glameow,Charm,25
Glameow,Assist,29
Glameow,Captivate,32
Glameow,Slash,37
Glameow,Sucker Punch,41
Glameow,Attract,44
Glameow,Hone Claws,48
Glameow,Play Rough,50
Purugly,Scratch,5
Purugly,Growl,8
Purugly,Hypnosis,13
Purugly,Feint Attack,17
Purugly,Fury Swipes,20
Purugly,Charm,25
Purugly,Assist,29
Purugly,Captivate,32
Purugly,Slash,37
Purugly,Swagger,38
Purugly,Body Slam,45
Purugly,Attract,52
Purugly,Hone Claws,60
Minccino,Pound,1
Minccino,Baby-Doll Eyes,3
Minccino,Helping Hand,7
Minccino,Tickle,9
Minccino,Double Slap,13
Minccino,Encore,15
Minccino,Swift,19
Minccino,Sing,21
Minccino,Tail Slap,25
Minccino,Charm,27
Minccino,Wake-Up Slap,31
Minccino,Echoed Voice,33
Minccino,Slam,37
Minccino,Captivate,39
Minccino,Hyper Voice,43
Minccino,Last Resort,45
Minccino,After You,49
Cinccino,Pound,1
Cinccino,Baby-Doll Eyes,3
Cinccino,Helping Hand,7
Cinccino,Tickle,9
Cinccino,Double Slap,13
Cinccino,Encore,15
Cinccino,Swift,19
Cinccino,Sing,21
Cinccino,Tail Slap,25
Cinccino,Charm,27
Cinccino,Wake-Up Slap,31
Cinccino,Echoed Voice,33
Cinccino,Slam,37
Cinccino,Captivate,39
Cinccino,Hyper Voice,43
Cinccino,Last Resort,45
Cinccino,After You,49
Buneary,Defense Curl,1
Buneary,Foresight,1
Buneary,Pound,1
Buneary,Splash,1
Buneary,Endure,6
Buneary,Baby-Doll Eyes,10
Buneary,Frustration,13
Buneary,Quick Attack,16
Buneary,Jump Kick,23
Buneary,Baton Pass,26
Buneary,Agility,33
Buneary,Dizzy Punch,36
Buneary,After You,43
Buneary,Charm,46
Buneary,Entrainment,53
Buneary,Bounce,56
Buneary,Healing Wish,63
Lopunny,Endure,6
Lopunny,Return,13
Lopunny,Quick Attack,16
Lopunny,Jump Kick,23
Lopunny,Baton Pass,26
Lopunny,Agility,33
Lopunny,Dizzy Punch,36
Lopunny,After You,43
Lopunny,Charm,46
Lopunny,Bounce,56
Lopunny,Healing Wish,63
Snubbull,Tackle,1
Snubbull,Tail Whip,1
Snubbull,Bite,7
Snubbull,Lick,13
Snubbull,Headbutt,19
Snubbull,Roar,25
Snubbull,Rage,31
Snubbull,Play Rough,37
Snubbull,Payback,43
Snubbull,Crunch,49
Granbull,Bite,7
Granbull,Lick,13
Granbull,Headbutt,19
Granbull,Roar,27
Granbull,Rage,35
Granbull,Play Rough,43
Granbull,Payback,51
Granbull,Crunch,59
Granbull,Outrage,67
Aipom,Scratch,1
Aipom,Tail Whip,1
Aipom,Sand Attack,4
Aipom,Astonish,8
Aipom,Baton Pass,11
Aipom,Tickle,15
Aipom,Fury Swipes,18
Aipom,Swift,22
Aipom,Screech,25
Aipom,Agility,29
Aipom,Double Hit,32
Aipom,Fling,36
Aipom,Nasty Plot,39
Aipom,Last Resort,43
Ambipom,Sand Attack,4
Ambipom,Astonish,8
Ambipom,Baton Pass,11
Ambipom,Tickle,15
Ambipom,Fury Swipes,18
Ambipom,Swift,22
Ambipom,Screech,25
Ambipom,Agility,29
Ambipom,Double Hit,32
Ambipom,Fling,36
Ambipom,Nasty Plot,39
Ambipom,Last Resort,43
Deerling,Camouflage,1
Deerling,Tackle,1
Deerling,Growl,4
Deerling,Sand Attack,7
Deerling,Double Kick,10
Deerling,Leech Seed,13
Deerling,Feint Attack,16
Deerling,Take Down,20
Deerling,Jump Kick,24
Deerling,Aromatherapy,28
Deerling,Energy Ball,32
Deerling,Charm,36
Deerling,Nature Power,41
Deerling,Double-Edge,46
Deerling,Solar Beam,51
Sawsbuck,Growl,4
Sawsbuck,Sand Attack,7
Sawsbuck,Double Kick,10
Sawsbuck,Leech Seed,13
Sawsbuck,Feint Attack,16
Sawsbuck,Take Down,20
Sawsbuck,Jump Kick,24
Sawsbuck,Aromatherapy,28
Sawsbuck,Energy Ball,32
Sawsbuck,Charm,36
Sawsbuck,Horn Leech,37
Sawsbuck,Nature Power,44
Sawsbuck,Double-Edge,52
Sawsbuck,Solar Beam,60
Teddiursa,Leer,1
Teddiursa,Lick,1
Teddiursa,Scratch,1
Teddiursa,Fury Swipes,8
Teddiursa,Feint Attack,15
Teddiursa,Sweet Scent,22
Teddiursa,Slash,29
Teddiursa,Charm,36
Teddiursa,Rest,43
Teddiursa,Snore,43
Teddiursa,Thrash,50
Teddiursa,Fling,57
Ursaring,Fury Swipes,8
Ursaring,Feint Attack,15
Ursaring,Sweet Scent,22
Ursaring,Slash,29
Ursaring,Scary Face,38
Ursaring,Rest,47
Ursaring,Snore,49
Ursaring,Thrash,58
Ursaring,Hammer Arm,67
Lickitung,Lick,1
Lickitung,Supersonic,5
Lickitung,Defense Curl,9
Lickitung,Knock Off,13
Lickitung,Wrap,17
Lickitung,Stomp,21
Lickitung,Disable,25
Lickitung,Slam,29
Lickitung,Rollout,33
Lickitung,Chip Away,37
Lickitung,Me First,41
Lickitung,Refresh,45
Lickitung,Screech,49
Lickitung,Power Whip,53
Lickitung,Wring Out,57
Lickilicky,Supersonic,5
Lickilicky,Defense Curl,9
Lickilicky,Knock Off,13
Lickilicky,Wrap,17
Lickilicky,Stomp,21
Lickilicky,Disable,25
Lickilicky,Slam,29
Lickilicky,Rollout,33
Lickilicky,Chip Away,37
Lickilicky,Me First,41
Lickilicky,Refresh,45
Lickilicky,Screech,49
Lickilicky,Power Whip,53
Lickilicky,Wring Out,57
Lickilicky,Gyro Ball,61
Munchlax,Odor Sleuth,1
Munchlax,Tackle,1
Munchlax,Defense Curl,4
Munchlax,Amnesia,9
Munchlax,Lick,12
Munchlax,Recycle,17
Munchlax,Screech,20
Munchlax,Chip Away,25
Munchlax,Stockpile,28
Munchlax,Swallow,33
Munchlax,Body Slam,36
Munchlax,Fling,41
Munchlax,Rollout,44
Munchlax,Natural Gift,49
Munchlax,Snatch,52
Munchlax,Last Resort,57
Snorlax,Defense Curl,4
Snorlax,Amnesia,9
Snorlax,Lick,12
Snorlax,Belly Drum,17
Snorlax,Yawn,20
Snorlax,Chip Away,25
Snorlax,Rest,28
Snorlax,Snore,28
Snorlax,Sleep Talk,33
Snorlax,Body Slam,36
Snorlax,Block,41
Snorlax,Rollout,44
Snorlax,Crunch,49
Snorlax,Heavy Slam,52
Snorlax,Giga Impact,57
Burmy,Protect,1
Burmy,Tackle,10
Burmy,Bug Bite,15
Burmy,Hidden Power,20
Wormadam,Protect,10
Wormadam,Bug Bite,15
Wormadam,Hidden Power,20
Wormadam,Confusion,23
Wormadam,Razor Leaf,26
Wormadam,Growth,29
Wormadam,Psybeam,32
Wormadam,Captivate,35
Wormadam,Flail,38
Wormadam,Attract,41
Wormadam,Psychic,44
Wormadam,Leaf Storm,47
Wormadam,Fissure,47
Wormadam,Iron Head,47
Mothim,Protect,10
Mothim,Bug Bite,15
Mothim,Hidden Power,20
Mothim,Confusion,23
Mothim,Gust,26
Mothim,Poison Powder,29
Mothim,Psybeam,32
Mothim,Camouflage,35
Mothim,Silver Wind,38
Mothim,Air Slash,41
Mothim,Psychic,44
Mothim,Bug Buzz,47
Mothim,Quiver Dance,50
Nincada,Harden,1
Nincada,Scratch,1
Nincada,Leech Life,5
Nincada,Sand Attack,9
Nincada,Fury Swipes,14
Nincada,Mind Reader,19
Nincada,False Swipe,25
Nincada,Mud-Slap,31
Nincada,Metal Claw,38
Nincada,Dig,45
Ninjask,Leech Life,5
Ninjask,Sand Attack,9
Ninjask,Fury Swipes,14
Ninjask,Mind Reader,19
Ninjask,Double Team,20
Ninjask,Fury Cutter,20
Ninjask,Screech,20
Ninjask,Swords Dance,25
Ninjask,Slash,31
Ninjask,Agility,38
Ninjask,Baton Pass,45
Ninjask,X-Scissor,52
Shedinja,Leech Life,5
Shedinja,Sand Attack,9
Shedinja,Fury Swipes,14
Shedinja,Mind Reader,19
Shedinja,Spite,25
Shedinja,Confuse Ray,31
Shedinja,Shadow Sneak,38
Shedinja,Grudge,43
Shedinja,Phantom Force,47
Shedinja,Heal Block,50
Shedinja,Shadow Ball,59
Paras,Scratch,1
Paras,Poison Powder,6
Paras,Stun Spore,6
Paras,Leech Life,11
Paras,Fury Cutter,17
Paras,Spore,22
Paras,Slash,27
Paras,Growth,33
Paras,Giga Drain,38
Paras,Aromatherapy,43
Paras,Rage Powder,49
Paras,X-Scissor,54
Parasect,Poison Powder,6
Parasect,Stun Spore,6
Parasect,Leech Life,11
Parasect,Fury Cutter,17
Parasect,Spore,22
Parasect,Slash,29
Parasect,Growth,37
Parasect,Giga Drain,44
Parasect,Aromatherapy,51
Parasect,Rage Powder,59
Parasect,X-Scissor,66
Venonat,Tackle,1
Venonat,Disable,1
Venonat,Foresight,1
Venonat,Supersonic,5
Venonat,Confusion,11
Venonat,Poison Powder,13
Venonat,Leech Life,17
Venonat,Stun Spore,23
Venonat,Psybeam,25
Venonat,Sleep Powder,29
Venonat,Signal Beam,35
Venonat,Zen Headbutt,37
Venonat,Poison Fang,41
Venonat,Psychic,47
Venomoth,Supersonic,5
Venomoth,Confusion,11
Venomoth,Poison Powder,13
Venomoth,Leech Life,17
Venomoth,Stun Spore,23
Venomoth,Psybeam,25
Venomoth,Sleep Powder,29
Venomoth,Gust,31
Venomoth,Signal Beam,37
Venomoth,Zen Headbutt,41
Venomoth,Poison Fang,47
Venomoth,Psychic,55
Venomoth,Bug Buzz,59
Venomoth,Quiver Dance,63
Ledyba,Tackle,1
Ledyba,Supersonic,6
Ledyba,Comet Punch,9
Ledyba,Light Screen,14
Ledyba,Reflect,14
Ledyba,Safeguard,14
Ledyba,Mach Punch,17
Ledyba,Baton Pass,22
Ledyba,Silver Wind,25
Ledyba,Agility,30
Ledyba,Swift,33
Ledyba,Double-Edge,38
Ledyba,Bug Buzz,41
Ledian,Supersonic,6
Ledian,Comet Punch,9
Ledian,Light Screen,14
Ledian,Reflect,14
Ledian,Safeguard,14
Ledian,Mach Punch,17
Ledian,Baton Pass,24
Ledian,Silver Wind,29
Ledian,Agility,36
Ledian,Swift,41
Ledian,Double-Edge,48
Ledian,Bug Buzz,53
Spinarak,Poison Sting,1
Spinarak,String Shot,1
Spinarak,Scary Face,5
Spinarak,Constrict,8
Spinarak,Leech Life,12
Spinarak,Night Shade,15
Spinarak,Shadow Sneak,19
Spinarak,Fury Swipes,22
Spinarak,Sucker Punch,26
Spinarak,Spider Web,29
Spinarak,Agility,33
Spinarak,Pin Missile,36
Spinarak,Psychic,40
Spinarak,Poison Jab,43
Spinarak,Cross Poison,47
Spinarak,Sticky Web,50
Ariados,Scary Face,5
Ariados,Constrict,8
Ariados,Leech Life,12
Ariados,Night Shade,15
Ariados,Shadow Sneak,19
Ariados,Fury Swipes,23
Ariados,Sucker Punch,28
Ariados,Spider Web,32
Ariados,Agility,37
Ariados,Pin Missile,41
Ariados,Psychic,46
Ariados,Poison Jab,50
Ariados,Cross Poison,55
Ariados,Sticky Web,58
Yanma,Foresight,1
Yanma,Tackle,1
Yanma,Quick Attack,6
Yanma,Double Team,11
Yanma,Sonic Boom,14
Yanma,Detect,17
Yanma,Supersonic,22
Yanma,Uproar,27
Yanma,Pursuit,30
Yanma,Ancient Power,33
Yanma,Hypnosis,38
Yanma,Wing Attack,43
Yanma,Screech,46
Yanma,U-Turn,49
Yanma,Air Slash,54
Yanma,Bug Buzz,57
Yanmega,Quick Attack,6
Yanmega,Double Team,11
Yanmega,Sonic Boom,14
Yanmega,Detect,17
Yanmega,Supersonic,22
Yanmega,Uproar,27
Yanmega,Pursuit,30
Yanmega,Ancient Power,33
Yanmega,Feint,38
Yanmega,Slash,43
Yanmega,Screech,46
Yanmega,U-Turn,49
Yanmega,Air Slash,54
Yanmega,Bug Buzz,57
Pineco,Protect,1
Pineco,Tackle,1
Pineco,Self-Destruct,6
Pineco,Bug Bite,9
Pineco,Take Down,12
Pineco,Rapid Spin,17
Pineco,Bide,20
