PokemonName,MoveName
Gurdurr,Hidden Power
Gurdurr,Sunny Day
Gurdurr,Taunt
Gurdurr,Protect
Gurdurr,Rain Dance
Gurdurr,Frustration
Gurdurr,Smack Down
Gurdurr,Return
Gurdurr,Dig
Gurdurr,Brick Break
Gurdurr,Double Team
Gurdurr,Rock Tomb
Gurdurr,Facade
Gurdurr,Rest
Gurdurr,Attract
Gurdurr,Low Sweep
Gurdurr,Round
Gurdurr,Focus Blast
Gurdurr,Fling
Gurdurr,Payback
Gurdurr,Retaliate
Gurdurr,Stone Edge
Gurdurr,Rock Slide
Gurdurr,Poison Jab
Gurdurr,Grass Knot
Gurdurr,Swagger
Gurdurr,Sleep Talk
Gurdurr,Substitute
Gurdurr,Rock Smash
Gurdurr,Power-Up Punch
Gurdurr,Confide
Conkeldurr,Strength
Conkeldurr,Toxic
Conkeldurr,Bulk Up
Conkeldurr,Hidden Power
Conkeldurr,Sunny Day
Conkeldurr,Taunt
Conkeldurr,Hyper Beam
Conkeldurr,Protect
Conkeldurr,Rain Dance
Conkeldurr,Frustration
Conkeldurr,Smack Down
Conkeldurr,Earthquake
Conkeldurr,Return
Conkeldurr,Dig
Conkeldurr,Brick Break
Conkeldurr,Double Team
Conkeldurr,Rock Tomb
Conkeldurr,Facade
Conkeldurr,Rest
Conkeldurr,Attract
Conkeldurr,Low Sweep
Conkeldurr,Round
Conkeldurr,Focus Blast
Conkeldurr,Fling
Conkeldurr,Payback
Conkeldurr,Retaliate
Conkeldurr,Giga Impact
Conkeldurr,Stone Edge
Conkeldurr,Bulldoze
Conkeldurr,Rock Slide
Conkeldurr,Poison Jab
Conkeldurr,Grass Knot
Conkeldurr,Swagger
Conkeldurr,Sleep Talk
Conkeldurr,Substitute
Conkeldurr,Rock Smash
Conkeldurr,Power-Up Punch
Conkeldurr,Confide
Geodude,Strength
Geodude,Toxic
Geodude,Hidden Power
Geodude,Sunny Day
Geodude,Protect
Geodude,Frustration
Geodude,Smack Down
Geodude,Earthquake
Geodude,Return
Geodude,Dig
Geodude,Brick Break
Geodude,Double Team
Geodude,Flamethrower
Geodude,Sandstorm
Geodude,Fire Blast
Geodude,Rock Tomb
Geodude,Facade
Geodude,Rest
Geodude,Attract
Geodude,Round
Geodude,Fling
Geodude,Incinerate
Geodude,Explosion
Geodude,Rock Polish
Geodude,Stone Edge
Geodude,Gyro Ball
Geodude,Bulldoze
Geodude,Rock Slide
Geodude,Swagger
Geodude,Sleep Talk
Geodude,Substitute
Geodude,Rock Smash
Geodude,Nature Power
Geodude,Power-Up Punch
Geodude,Confide
Graveler,Strength
Graveler,Roar
Graveler,Toxic
Graveler,Hidden Power
Graveler,Sunny Day
Graveler,Hyper Beam
Graveler,Protect
Graveler,Frustration
Graveler,Smack Down
Graveler,Earthquake
Graveler,Return
Graveler,Dig
Graveler,Brick Break
Graveler,Double Team
Graveler,Flamethrower
Graveler,Sandstorm
Graveler,Fire Blast
Graveler,Rock Tomb
Graveler,Facade
Graveler,Rest
Graveler,Attract
Graveler,Round
Graveler,Focus Blast
Graveler,Fling
Graveler,Incinerate
Graveler,Explosion
Graveler,Giga Impact
Graveler,Rock Polish
Graveler,Stone Edge
Graveler,Gyro Ball
Graveler,Bulldoze
Graveler,Rock Slide
Graveler,Swagger
Graveler,Sleep Talk
Graveler,Substitute
Graveler,Rock Smash
Graveler,Nature Power
Graveler,Power-Up Punch
Graveler,Confide
Golem,Strength
Golem,Toxic
Golem,Hidden Power
Golem,Sunny Day
Golem,Protect
Golem,Frustration
Golem,Smack Down
Golem,Earthquake
Golem,Return
Golem,Dig
Golem,Brick Break
Golem,Double Team
Golem,Flamethrower
Golem,Sandstorm
Golem,Fire Blast
Golem,Rock Tomb
Golem,Facade
Golem,Rest
Golem,Attract
Golem,Round
Golem,Fling
Golem,Incinerate
Golem,Explosion
Golem,Rock Polish
Golem,Stone Edge
Golem,Gyro Ball
Golem,Bulldoze
Golem,Rock Slide
Golem,Swagger
Golem,Sleep Talk
Golem,Substitute
Golem,Rock Smash
Golem,Nature Power
Golem,Power-Up Punch
Golem,Confide
Roggenrola,Strength
Roggenrola,Toxic
Roggenrola,Hidden Power
Roggenrola,Protect
Roggenrola,Frustration
Roggenrola,Smack Down
Roggenrola,Earthquake
Roggenrola,Return
Roggenrola,Double Team
Roggenrola,Sandstorm
Roggenrola,Rock Tomb
Roggenrola,Facade
Roggenrola,Rest
Roggenrola,Attract
Roggenrola,Round
Roggenrola,Explosion
Roggenrola,Rock Polish
Roggenrola,Stone Edge
Roggenrola,Bulldoze
Roggenrola,Rock Slide
Roggenrola,Swagger
Roggenrola,Sleep Talk
Roggenrola,Substitute
Roggenrola,Flash Cannon
Roggenrola,Rock Smash
Roggenrola,Nature Power
Boldore,Strength
Boldore,Toxic
Boldore,Hidden Power
Boldore,Protect
Boldore,Frustration
Boldore,Smack Down
Boldore,Earthquake
Boldore,Return
Boldore,Double Team
Boldore,Sandstorm
Boldore,Rock Tomb
Boldore,Facade
Boldore,Rest
Boldore,Attract
Boldore,Round
Boldore,Explosion
Boldore,Rock Polish
Boldore,Stone Edge
Boldore,Bulldoze
Boldore,Rock Slide
Boldore,Swagger
Boldore,Sleep Talk
Boldore,Substitute
Boldore,Flash Cannon
Boldore,Rock Smash
Boldore,Nature Power
Gigalith,Strength
Gigalith,Toxic
Gigalith,Hidden Power
Gigalith,Hyper Beam
Gigalith,Protect
Gigalith,Frustration
Gigalith,Solar Beam
Gigalith,Smack Down
Gigalith,Earthquake
Gigalith,Return
Gigalith,Double Team
Gigalith,Sandstorm
Gigalith,Rock Tomb
Gigalith,Facade
Gigalith,Rest
Gigalith,Attract
Gigalith,Round
Gigalith,Explosion
Gigalith,Giga Impact
Gigalith,Rock Polish
Gigalith,Stone Edge
Gigalith,Bulldoze
Gigalith,Rock Slide
Gigalith,Swagger
Gigalith,Sleep Talk
Gigalith,Substitute
Gigalith,Flash Cannon
Gigalith,Rock Smash
Gigalith,Nature Power
Rhyhorn,Strength
Rhyhorn,Roar
Rhyhorn,Toxic
Rhyhorn,Hidden Power
Rhyhorn,Sunny Day
Rhyhorn,Ice Beam
Rhyhorn,Blizzard
Rhyhorn,Protect
Rhyhorn,Rain Dance
Rhyhorn,Frustration
Rhyhorn,Thunderbolt
Rhyhorn,Thunder
Rhyhorn,Earthquake
Rhyhorn,Return
Rhyhorn,Dig
Rhyhorn,Double Team
Rhyhorn,Flamethrower
Rhyhorn,Sandstorm
Rhyhorn,Fire Blast
Rhyhorn,Rock Tomb
Rhyhorn,Facade
Rhyhorn,Rest
Rhyhorn,Attract
Rhyhorn,Thief
Rhyhorn,Round
Rhyhorn,Incinerate
Rhyhorn,Payback
Rhyhorn,Rock Polish
Rhyhorn,Stone Edge
Rhyhorn,Swords Dance
Rhyhorn,Bulldoze
Rhyhorn,Rock Slide
Rhyhorn,Poison Jab
Rhyhorn,Swagger
Rhyhorn,Sleep Talk
Rhyhorn,Substitute
Rhyhorn,Rock Smash
Rhydon,Cut
Rhydon,Surf
Rhydon,Strength
Rhydon,Roar
Rhydon,Toxic
Rhydon,Hidden Power
Rhydon,Sunny Day
Rhydon,Ice Beam
Rhydon,Blizzard
Rhydon,Hyper Beam
Rhydon,Protect
Rhydon,Rain Dance
Rhydon,Frustration
Rhydon,Smack Down
Rhydon,Thunderbolt
Rhydon,Thunder
Rhydon,Earthquake
Rhydon,Return
Rhydon,Dig
Rhydon,Brick Break
Rhydon,Double Team
Rhydon,Flamethrower
Rhydon,Sandstorm
Rhydon,Fire Blast
Rhydon,Rock Tomb
Rhydon,Facade
Rhydon,Rest
Rhydon,Attract
Rhydon,Thief
Rhydon,Round
Rhydon,Focus Blast
Rhydon,Fling
Rhydon,Incinerate
Rhydon,Shadow Claw
Rhydon,Payback
Rhydon,Giga Impact
Rhydon,Rock Polish
Rhydon,Stone Edge
Rhydon,Swords Dance
Rhydon,Bulldoze
Rhydon,Rock Slide
Rhydon,Dragon Tail
Rhydon,Poison Jab
Rhydon,Swagger
Rhydon,Sleep Talk
Rhydon,Substitute
Rhydon,Rock Smash
Rhydon,Power-Up Punch
Rhydon,Confide
Rhyperior,Cut
Rhyperior,Surf
Rhyperior,Strength
Rhyperior,Roar
Rhyperior,Toxic
Rhyperior,Hidden Power
Rhyperior,Sunny Day
Rhyperior,Ice Beam
Rhyperior,Blizzard
Rhyperior,Hyper Beam
Rhyperior,Protect
Rhyperior,Rain Dance
Rhyperior,Frustration
Rhyperior,Smack Down
Rhyperior,Thunderbolt
Rhyperior,Thunder
Rhyperior,Earthquake
Rhyperior,Return
Rhyperior,Dig
Rhyperior,Brick Break
Rhyperior,Double Team
Rhyperior,Flamethrower
Rhyperior,Sandstorm
Rhyperior,Fire Blast
Rhyperior,Rock Tomb
Rhyperior,Facade
Rhyperior,Rest
Rhyperior,Attract
Rhyperior,Thief
Rhyperior,Round
Rhyperior,Focus Blast
Rhyperior,Fling
Rhyperior,Incinerate
Rhyperior,Shadow Claw
Rhyperior,Payback
Rhyperior,Giga Impact
Rhyperior,Rock Polish
Rhyperior,Stone Edge
Rhyperior,Swords Dance
Rhyperior,Bulldoze
Rhyperior,Rock Slide
Rhyperior,Dragon Tail
Rhyperior,Poison Jab
Rhyperior,Swagger
Rhyperior,Sleep Talk
Rhyperior,Substitute
Rhyperior,Flash Cannon
Rhyperior,Rock Smash
Rhyperior,Power-Up Punch
Rhyperior,Confide
Swinub,Strength
Swinub,Roar
Swinub,Toxic
Swinub,Hail
Swinub,Hidden Power
Swinub,Ice Beam
Swinub,Blizzard
Swinub,Light Screen
Swinub,Protect
Swinub,Rain Dance
Swinub,Frustration
Swinub,Earthquake
Swinub,Return
Swinub,Dig
Swinub,Double Team
Swinub,Reflect
Swinub,Sandstorm
Swinub,Rock Tomb
Swinub,Facade
Swinub,Rest
Swinub,Attract
Swinub,Round
Swinub,Bulldoze
Swinub,Rock Slide
Swinub,Swagger
Swinub,Sleep Talk
Swinub,Substitute
Swinub,Rock Smash
Piloswine,Strength
Piloswine,Roar
Piloswine,Toxic
Piloswine,Hail
Piloswine,Hidden Power
Piloswine,Ice Beam
Piloswine,Blizzard
Piloswine,Hyper Beam
Piloswine,Light Screen
Piloswine,Protect
Piloswine,Rain Dance
Piloswine,Frustration
Piloswine,Earthquake
Piloswine,Return
Piloswine,Dig
Piloswine,Double Team
Piloswine,Reflect
Piloswine,Sandstorm
Piloswine,Rock Tomb
Piloswine,Facade
Piloswine,Rest
Piloswine,Attract
Piloswine,Round
Piloswine,Giga Impact
Piloswine,Stone Edge
Piloswine,Bulldoze
Piloswine,Rock Slide
Piloswine,Swagger
Piloswine,Sleep Talk
Piloswine,Substitute
Piloswine,Rock Smash
Mamoswine,Strength
Mamoswine,Roar
Mamoswine,Toxic
Mamoswine,Hail
Mamoswine,Hidden Power
Mamoswine,Ice Beam
Mamoswine,Blizzard
Mamoswine,Hyper Beam
Mamoswine,Light Screen
Mamoswine,Protect
Mamoswine,Rain Dance
Mamoswine,Frustration
Mamoswine,Earthquake
Mamoswine,Return
Mamoswine,Dig
Mamoswine,Double Team
Mamoswine,Reflect
Mamoswine,Sandstorm
Mamoswine,Rock Tomb
Mamoswine,Facade
Mamoswine,Rest
Mamoswine,Attract
Mamoswine,Round
Mamoswine,Giga Impact
Mamoswine,Stone Edge
Mamoswine,Bulldoze
Mamoswine,Rock Slide
Mamoswine,Swagger
Mamoswine,Sleep Talk
Mamoswine,Substitute
Mamoswine,Rock Smash
Sandile,Cut
Sandile,Hone Claws
Sandile,Roar
Sandile,Toxic
Sandile,Hidden Power
Sandile,Taunt
Sandile,Protect
Sandile,Frustration
Sandile,Earthquake
Sandile,Return
Sandile,Dig
Sandile,Double Team
Sandile,Sludge Bomb
Sandile,Sandstorm
Sandile,Rock Tomb
Sandile,Torment
Sandile,Facade
Sandile,Rest
Sandile,Attract
Sandile,Thief
Sandile,Round
Sandile,Incinerate
Sandile,Embargo
Sandile,Payback
Sandile,Retaliate
Sandile,Stone Edge
Sandile,Bulldoze
Sandile,Rock Slide
Sandile,Swagger
Sandile,Sleep Talk
Sandile,Substitute
Sandile,Snarl
Sandile,Dark Pulse
Krokorok,Cut
Krokorok,Strength
Krokorok,Hone Claws
Krokorok,Roar
Krokorok,Toxic
Krokorok,Hidden Power
Krokorok,Taunt
Krokorok,Protect
Krokorok,Frustration
Krokorok,Earthquake
Krokorok,Return
Krokorok,Dig
Krokorok,Brick Break
Krokorok,Double Team
Krokorok,Sludge Bomb
Krokorok,Sandstorm
Krokorok,Rock Tomb
Krokorok,Torment
Krokorok,Facade
Krokorok,Rest
Krokorok,Attract
Krokorok,Thief
Krokorok,Low Sweep
Krokorok,Round
Krokorok,Fling
Krokorok,Incinerate
Krokorok,Embargo
Krokorok,Shadow Claw
Krokorok,Payback
Krokorok,Retaliate
Krokorok,Stone Edge
Krokorok,Bulldoze
Krokorok,Rock Slide
Krokorok,Grass Knot
Krokorok,Swagger
Krokorok,Sleep Talk
Krokorok,Substitute
Krokorok,Rock Smash
Krokorok,Snarl
Krokorok,Dark Pulse
Krokorok,Power-Up Punch
Krokorok,Confide
Krookodile,Cut
Krookodile,Strength
Krookodile,Hone Claws
Krookodile,Dragon Claw
Krookodile,Roar
Krookodile,Toxic
Krookodile,Bulk Up
Krookodile,Hidden Power
Krookodile,Taunt
Krookodile,Hyper Beam
Krookodile,Protect
Krookodile,Frustration
Krookodile,Smack Down
Krookodile,Earthquake
Krookodile,Return
Krookodile,Dig
Krookodile,Brick Break
Krookodile,Double Team
Krookodile,Sludge Bomb
Krookodile,Sandstorm
Krookodile,Rock Tomb
Krookodile,Aerial Ace
Krookodile,Torment
Krookodile,Facade
Krookodile,Rest
Krookodile,Attract
Krookodile,Thief
Krookodile,Low Sweep
Krookodile,Round
Krookodile,Focus Blast
Krookodile,Fling
Krookodile,Incinerate
Krookodile,Embargo
Krookodile,Shadow Claw
Krookodile,Payback
Krookodile,Retaliate
Krookodile,Giga Impact
Krookodile,Stone Edge
Krookodile,Bulldoze
Krookodile,Rock Slide
Krookodile,Dragon Tail
Krookodile,Grass Knot
Krookodile,Swagger
Krookodile,Sleep Talk
Krookodile,Substitute
Krookodile,Rock Smash
Krookodile,Snarl
Krookodile,Dark Pulse
Krookodile,Power-Up Punch
Krookodile,Confide
Aron,Cut
Aron,Strength
Aron,Hone Claws
Aron,Roar
Aron,Toxic
Aron,Hidden Power
Aron,Sunny Day
Aron,Protect
Aron,Rain Dance
Aron,Frustration
Aron,Earthquake
Aron,Return
Aron,Dig
Aron,Double Team
Aron,Sandstorm
Aron,Rock Tomb
Aron,Aerial Ace
Aron,Facade
Aron,Rest
Aron,Attract
Aron,Round
Aron,Shadow Claw
Aron,Rock Polish
Aron,Bulldoze
Aron,Rock Slide
Aron,Swagger
Aron,Sleep Talk
Aron,Substitute
Aron,Rock Smash
Lairon,Cut
Lairon,Strength
Lairon,Hone Claws
Lairon,Roar
Lairon,Toxic
Lairon,Hidden Power
Lairon,Sunny Day
Lairon,Protect
Lairon,Rain Dance
Lairon,Frustration
Lairon,Earthquake
Lairon,Return
Lairon,Dig
Lairon,Double Team
Lairon,Sandstorm
Lairon,Rock Tomb
Lairon,Aerial Ace
Lairon,Facade
Lairon,Rest
Lairon,Attract
Lairon,Round
Lairon,Shadow Claw
Lairon,Rock Polish
Lairon,Stone Edge
Lairon,Bulldoze
Lairon,Rock Slide
Lairon,Swagger
Lairon,Sleep Talk
Lairon,Substitute
Lairon,Rock Smash
Aggron,Cut
Aggron,Surf
Aggron,Strength
Aggron,Hone Claws
Aggron,Dragon Claw
Aggron,Roar
Aggron,Toxic
Aggron,Hidden Power
Aggron,Sunny Day
Aggron,Taunt
Aggron,Ice Beam
Aggron,Blizzard
Aggron,Hyper Beam
Aggron,Protect
Aggron,Rain Dance
Aggron,Frustration
Aggron,Solar Beam
Aggron,Smack Down
Aggron,Thunderbolt
Aggron,Thunder
Aggron,Earthquake
Aggron,Return
Aggron,Dig
Aggron,Brick Break
Aggron,Double Team
Aggron,Flamethrower
Aggron,Sandstorm
Aggron,Fire Blast
Aggron,Rock Tomb
Aggron,Aerial Ace
Aggron,Facade
Aggron,Rest
Aggron,Attract
Aggron,Round
Aggron,Focus Blast
Aggron,Fling
Aggron,Incinerate
Aggron,Shadow Claw
Aggron,Payback
Aggron,Giga Impact
Aggron,Rock Polish
Aggron,Stone Edge
Aggron,Thunder Wave
Aggron,Bulldoze
Aggron,Rock Slide
Aggron,Dragon Tail
Aggron,Swagger
Aggron,Sleep Talk
Aggron,Substitute
Aggron,Flash Cannon
Aggron,Rock Smash
Aggron,Dark Pulse
Aggron,Power-Up Punch
Aggron,Confide
Klink,Toxic
Klink,Hidden Power
Klink,Hyper Beam
Klink,Protect
Klink,Frustration
Klink,Thunderbolt
Klink,Return
Klink,Double Team
Klink,Sandstorm
Klink,Facade
Klink,Rest
Klink,Round
Klink,Charge Beam
Klink,Rock Polish
Klink,Volt Switch
Klink,Thunder Wave
Klink,Swagger
Klink,Sleep Talk
Klink,Substitute
Klink,Flash Cannon
Klink,Rock Smash
Klang,Toxic
Klang,Hidden Power
Klang,Hyper Beam
Klang,Protect
Klang,Frustration
Klang,Thunderbolt
Klang,Return
Klang,Double Team
Klang,Sandstorm
Klang,Facade
Klang,Rest
Klang,Round
Klang,Charge Beam
Klang,Rock Polish
Klang,Volt Switch
Klang,Thunder Wave
Klang,Swagger
Klang,Sleep Talk
Klang,Substitute
Klang,Flash Cannon
Klang,Rock Smash
Klinklang,Toxic
Klinklang,Hidden Power
Klinklang,Hyper Beam
Klinklang,Protect
Klinklang,Frustration
Klinklang,Thunderbolt
Klinklang,Thunder
Klinklang,Return
Klinklang,Double Team
Klinklang,Sandstorm
Klinklang,Facade
Klinklang,Rest
Klinklang,Round
Klinklang,Charge Beam
Klinklang,Giga Impact
Klinklang,Rock Polish
Klinklang,Volt Switch
Klinklang,Thunder Wave
Klinklang,Swagger
Klinklang,Sleep Talk
Klinklang,Substitute
Klinklang,Flash Cannon
Klinklang,Trick Room
Klinklang,Rock Smash
Gastly,Toxic
Gastly,Venoshock
Gastly,Hidden Power
Gastly,Sunny Day
Gastly,Taunt
Gastly,Protect
Gastly,Rain Dance
Gastly,Frustration
Gastly,Thunderbolt
Gastly,Return
Gastly,Psychic
Gastly,Shadow Ball
Gastly,Double Team
Gastly,Sludge Bomb
Gastly,Torment
Gastly,Facade
Gastly,Rest
Gastly,Attract
Gastly,Thief
Gastly,Round
Gastly,Energy Ball
Gastly,Will-O-Wisp
Gastly,Embargo
Gastly,Explosion
Gastly,Payback
Gastly,Psych Up
Gastly,Infestation
Gastly,Dream Eater
Gastly,Swagger
Gastly,Sleep Talk
Gastly,Substitute
Gastly,Trick Room
Gastly,Dark Pulse
Gastly,Dazzling Gleam
Gastly,Confide
Haunter,Toxic
Haunter,Venoshock
Haunter,Hidden Power
Haunter,Sunny Day
Haunter,Taunt
Haunter,Protect
Haunter,Rain Dance
Haunter,Frustration
Haunter,Thunderbolt
Haunter,Return
Haunter,Psychic
Haunter,Shadow Ball
Haunter,Double Team
Haunter,Sludge Bomb
Haunter,Torment
Haunter,Facade
Haunter,Rest
Haunter,Attract
Haunter,Thief
Haunter,Round
Haunter,Energy Ball
Haunter,Fling
Haunter,Will-O-Wisp
Haunter,Embargo
Haunter,Explosion
Haunter,Shadow Claw
Haunter,Payback
Haunter,Psych Up
Haunter,Infestation
Haunter,Poison Jab
Haunter,Dream Eater
Haunter,Swagger
Haunter,Sleep Talk
Haunter,Substitute
Haunter,Trick Room
Haunter,Dark Pulse
Haunter,Dazzling Gleam
Haunter,Confide
Gengar,Strength
Gengar,Toxic
Gengar,Venoshock
Gengar,Hidden Power
Gengar,Sunny Day
Gengar,Taunt
Gengar,Hyper Beam
Gengar,Protect
Gengar,Rain Dance
Gengar,Frustration
Gengar,Thunderbolt
Gengar,Thunder
Gengar,Return
Gengar,Psychic
Gengar,Shadow Ball
Gengar,Brick Break
Gengar,Double Team
Gengar,Sludge Bomb
Gengar,Torment
Gengar,Facade
Gengar,Rest
Gengar,Attract
Gengar,Thief
Gengar,Round
Gengar,Focus Blast
Gengar,Energy Ball
Gengar,Fling
Gengar,Will-O-Wisp
Gengar,Embargo
Gengar,Explosion
Gengar,Shadow Claw
Gengar,Payback
Gengar,Giga Impact
Gengar,Psych Up
Gengar,Infestation
Gengar,Poison Jab
Gengar,Dream Eater
Gengar,Swagger
Gengar,Sleep Talk
Gengar,Substitute
Gengar,Trick Room
Gengar,Rock Smash
Gengar,Dark Pulse
Gengar,Power-Up Punch
Gengar,Dazzling Gleam
Gengar,Confide
Duskull,Calm Mind
Duskull,Toxic
Duskull,Hidden Power
Duskull,Sunny Day
Duskull,Taunt
Duskull,Ice Beam
Duskull,Blizzard
Duskull,Protect
Duskull,Rain Dance
Duskull,Frustration
Duskull,Return
Duskull,Psychic
Duskull,Shadow Ball
Duskull,Double Team
Duskull,Torment
Duskull,Facade
Duskull,Rest
Duskull,Attract
Duskull,Thief
Duskull,Round
Duskull,Fling
Duskull,Charge Beam
Duskull,Will-O-Wisp
Duskull,Embargo
Duskull,Payback
Duskull,Flash
Duskull,Psych Up
Duskull,Infestation
Duskull,Dream Eater
Duskull,Swagger
Duskull,Sleep Talk
Duskull,Substitute
Duskull,Trick Room
Duskull,Dark Pulse
Dusclops,Strength
Dusclops,Calm Mind
Dusclops,Toxic
Dusclops,Hidden Power
Dusclops,Sunny Day
Dusclops,Taunt
Dusclops,Ice Beam
Dusclops,Blizzard
Dusclops,Hyper Beam
Dusclops,Protect
Dusclops,Rain Dance
Dusclops,Frustration
Dusclops,Earthquake
Dusclops,Return
Dusclops,Psychic
Dusclops,Shadow Ball
Dusclops,Brick Break
Dusclops,Double Team
Dusclops,Rock Tomb
Dusclops,Torment
Dusclops,Facade
Dusclops,Rest
Dusclops,Attract
Dusclops,Thief
Dusclops,Round
Dusclops,Fling
Dusclops,Charge Beam
Dusclops,Will-O-Wisp
Dusclops,Embargo
Dusclops,Payback
Dusclops,Giga Impact
Dusclops,Flash
Dusclops,Psych Up
Dusclops,Bulldoze
Dusclops,Rock Slide
Dusclops,Infestation
Dusclops,Dream Eater
Dusclops,Swagger
Dusclops,Sleep Talk
Dusclops,Substitute
Dusclops,Trick Room
Dusclops,Rock Smash
Dusclops,Dark Pulse
Dusclops,Power-Up Punch
Dusclops,Confide
Dusknoir,Strength
Dusknoir,Calm Mind
Dusknoir,Toxic
Dusknoir,Hidden Power
Dusknoir,Sunny Day
Dusknoir,Taunt
Dusknoir,Ice Beam
Dusknoir,Blizzard
Dusknoir,Hyper Beam
Dusknoir,Protect
Dusknoir,Rain Dance
Dusknoir,Frustration
Dusknoir,Earthquake
Dusknoir,Return
Dusknoir,Psychic
Dusknoir,Shadow Ball
Dusknoir,Brick Break
Dusknoir,Double Team
Dusknoir,Rock Tomb
Dusknoir,Torment
Dusknoir,Facade
Dusknoir,Rest
Dusknoir,Attract
Dusknoir,Thief
Dusknoir,Round
Dusknoir,Focus Blast
Dusknoir,Fling
Dusknoir,Charge Beam
Dusknoir,Will-O-Wisp
Dusknoir,Embargo
Dusknoir,Payback
Dusknoir,Giga Impact
Dusknoir,Flash
Dusknoir,Psych Up
Dusknoir,Bulldoze
Dusknoir,Rock Slide
Dusknoir,Infestation
Dusknoir,Dream Eater
Dusknoir,Swagger
Dusknoir,Sleep Talk
Dusknoir,Substitute
Dusknoir,Trick Room
Dusknoir,Rock Smash
Dusknoir,Dark Pulse
Dusknoir,Power-Up Punch
Dusknoir,Confide
Litwick,Calm Mind
Litwick,Toxic
Litwick,Hidden Power
Litwick,Sunny Day
Litwick,Taunt
Litwick,Protect
Litwick,Safeguard
Litwick,Frustration
Litwick,Solar Beam
Litwick,Return
Litwick,Psychic
Litwick,Shadow Ball
Litwick,Double Team
Litwick,Flamethrower
Litwick,Fire Blast
Litwick,Facade
Litwick,Flame Charge
Litwick,Rest
Litwick,Attract
Litwick,Thief
Litwick,Round
Litwick,Overheat
Litwick,Energy Ball
Litwick,Incinerate
Litwick,Will-O-Wisp
Litwick,Embargo
Litwick,Payback
Litwick,Flash
Litwick,Psych Up
Litwick,Dream Eater
Litwick,Swagger
Litwick,Sleep Talk
Litwick,Substitute
Litwick,Trick Room
Litwick,Dark Pulse
Lampent,Calm Mind
Lampent,Toxic
Lampent,Hidden Power
Lampent,Sunny Day
Lampent,Taunt
Lampent,Protect
Lampent,Safeguard
Lampent,Frustration
Lampent,Solar Beam
Lampent,Return
Lampent,Psychic
Lampent,Shadow Ball
Lampent,Double Team
Lampent,Flamethrower
Lampent,Fire Blast
Lampent,Facade
Lampent,Flame Charge
Lampent,Rest
Lampent,Attract
Lampent,Thief
Lampent,Round
Lampent,Overheat
Lampent,Energy Ball
Lampent,Incinerate
Lampent,Will-O-Wisp
Lampent,Embargo
Lampent,Payback
Lampent,Flash
Lampent,Psych Up
Lampent,Dream Eater
Lampent,Swagger
Lampent,Sleep Talk
Lampent,Substitute
Lampent,Trick Room
Lampent,Dark Pulse
Chandelure,Calm Mind
Chandelure,Toxic
Chandelure,Hidden Power
Chandelure,Sunny Day
Chandelure,Taunt
Chandelure,Hyper Beam
Chandelure,Protect
Chandelure,Safeguard
Chandelure,Frustration
Chandelure,Solar Beam
Chandelure,Return
Chandelure,Psychic
Chandelure,Shadow Ball
Chandelure,Double Team
Chandelure,Flamethrower
Chandelure,Fire Blast
Chandelure,Facade
Chandelure,Flame Charge
Chandelure,Rest
Chandelure,Attract
Chandelure,Thief
Chandelure,Round
Chandelure,Overheat
Chandelure,Energy Ball
Chandelure,Incinerate
Chandelure,Will-O-Wisp
Chandelure,Embargo
Chandelure,Payback
Chandelure,Giga Impact
Chandelure,Flash
Chandelure,Psych Up
Chandelure,Dream Eater
Chandelure,Swagger
Chandelure,Sleep Talk
Chandelure,Substitute
Chandelure,Trick Room
Chandelure,Dark Pulse
Trapinch,Strength
Trapinch,Toxic
Trapinch,Hidden Power
Trapinch,Sunny Day
Trapinch,Hyper Beam
Trapinch,Protect
Trapinch,Frustration
Trapinch,Solar Beam
Trapinch,Earthquake
Trapinch,Return
Trapinch,Dig
Trapinch,Double Team
Trapinch,Sandstorm
Trapinch,Rock Tomb
Trapinch,Facade
Trapinch,Rest
Trapinch,Attract
Trapinch,Round
Trapinch,Struggle Bug
Trapinch,Bulldoze
Trapinch,Rock Slide
Trapinch,Swagger
Trapinch,Sleep Talk
Trapinch,Substitute
Trapinch,Rock Smash
Vibrava,Fly
Vibrava,Strength
Vibrava,Toxic
Vibrava,Hidden Power
Vibrava,Sunny Day
Vibrava,Hyper Beam
Vibrava,Protect
Vibrava,Roost
Vibrava,Frustration
Vibrava,Solar Beam
Vibrava,Earthquake
Vibrava,Return
Vibrava,Dig
Vibrava,Double Team
Vibrava,Sandstorm
Vibrava,Rock Tomb
Vibrava,Facade
Vibrava,Rest
Vibrava,Attract
Vibrava,Round
Vibrava,Steel Wing
Vibrava,Struggle Bug
Vibrava,Bulldoze
Vibrava,Rock Slide
Vibrava,Swagger
Vibrava,Sleep Talk
Vibrava,U-Turn
Vibrava,Substitute
Vibrava,Rock Smash
Flygon,Fly
Flygon,Strength
Flygon,Hone Claws
Flygon,Dragon Claw
Flygon,Toxic
Flygon,Hidden Power
Flygon,Sunny Day
Flygon,Hyper Beam
Flygon,Protect
Flygon,Roost
Flygon,Frustration
Flygon,Solar Beam
Flygon,Earthquake
Flygon,Return
Flygon,Dig
Flygon,Double Team
Flygon,Flamethrower
Flygon,Sandstorm
Flygon,Fire Blast
Flygon,Rock Tomb
Flygon,Aerial Ace
Flygon,Facade
Flygon,Rest
Flygon,Attract
Flygon,Round
Flygon,Steel Wing
Flygon,Incinerate
